iter	Logloss
112	0.03805699944
113	0.03702667126
114	0.03672630053
115	0.03623054119
116	0.03554158027
117	0.03454280587
118	0.03387536452
119	0.0329881448
120	0.03258217986
121	0.03190862215
122	0.03111871848
123	0.03066480618
124	0.03038508617
125	0.02982388781
126	0.02952001645
127	0.02890830315
128	0.02859938603
129	0.02800420614
130	0.02768202928
131	0.02745894285
132	0.02707295922
133	0.02664205203
134	0.02587848443
135	0.02566557664
136	0.02514137442
137	0.02469819555
138	0.02451771956
139	0.02420535454
140	0.02391412396
141	0.02322577972
142	0.02312436471
143	0.02267910884
144	0.02247890372
145	0.02234749611
146	0.022064938
147	0.02173467324
148	0.02151576831
149	0.02123412948
150	0.02108460665
151	0.02090971286
152	0.02054340564
153	0.02019340717
154	0.01991680035
155	0.0197665508
156	0.01963633299
157	0.01952384985
158	0.01927489501
159	0.01911093524
160	0.01880247318
161	0.01867728279
162	0.01852830786
163	0.01832851309
164	0.01813802696
165	0.01767034714
166	0.01744849407
167	0.01713889379
168	0.01699006099
169	0.01658808268
170	0.01650677851
171	0.01640287271
172	0.01624454787
173	0.01586950972
174	0.01572158818
175	0.01565428193
176	0.01555901193
177	0.015271486
178	0.01505900805
179	0.01491281619
180	0.01483327838
181	0.01464938888
182	0.01450160375
183	0.01435331886
184	0.01419447477
185	0.01411545277
186	0.01398777503
187	0.01384039567
188	0.01376135533
189	0.01359923986
190	0.01352812464
191	0.01327625146
192	0.01318132648
193	0.01313052957
194	0.0130485216
195	0.01296352194
196	0.01281197942
197	0.0126374169
198	0.01251336474
199	0.01243602198
200	0.01235561417
201	0.0121052013
202	0.01205414419
203	0.01198537992
204	0.01186142403
205	0.01167327968
206	0.01160948208
207	0.01141321201
208	0.01132496274
209	0.01124181656
210	0.01115678824
211	0.01100595181
212	0.01089134583
213	0.01083788276
214	0.01074323975
215	0.01063949328
216	0.0104573988
217	0.01033073664
218	0.01024320149
219	0.01018752272
220	0.01006495036
221	0.009965001391
222	0.00991030152
223	0.009854853153
224	0.009816024166
225	0.009770865624
226	0.009697490014
227	0.009610985334
228	0.00956187168
229	0.009438245342
230	0.009368298719
231	0.009326322147
232	0.00927442083
233	0.009227783634
234	0.009139321171
235	0.009084417843
236	0.009020817394
237	0.008898778604
238	0.00879898782
239	0.00875911002
240	0.0086795894
241	0.008646759849
242	0.008582508335
243	0.008512411553
244	0.008475398788
245	0.008459319862
246	0.008410851543
247	0.00832720674
248	0.008209581559
249	0.008152357661
250	0.008101231777
251	0.00806861772
252	0.008013603779
253	0.007959536635
254	0.007923329106
255	0.007850633218
256	0.007775612175
257	0.007659046696
258	0.00763303328
259	0.007601398688
260	0.007537595355
261	0.007504919974
262	0.007443659008
263	0.00735931557
264	0.007333243122
265	0.007301455507
266	0.007212866957
267	0.007180110766
268	0.007144200114
269	0.007058297785
270	0.006986806026
271	0.006932586432
272	0.006911902474
273	0.006892949343
274	0.006829120792
275	0.006812502558
276	0.006771982862
277	0.006726019658
278	0.006701402939
279	0.006661481582
280	0.006618529558
281	0.006573697695
282	0.006546829182
283	0.006525093546
284	0.006509328118
285	0.006460533119
286	0.006426498294
287	0.006405589099
288	0.006317146696
289	0.006259063115
290	0.006248458074
291	0.006190215166
292	0.006177540582
293	0.006132702415
294	0.006116389082
295	0.006081167322
296	0.006064071105
297	0.00602354052
298	0.00600642539
299	0.005988185222
300	0.005965240873
301	0.005940222969
302	0.00591703447
303	0.005907971125
304	0.005881281999
305	0.005841011611
306	0.005825661696
307	0.00581240654
308	0.005797497928
309	0.005777890866
310	0.005761023897
311	0.005743368887
312	0.005733195979
313	0.005663838524
314	0.005607531621
315	0.005597173595
316	0.005578010701
317	0.005509212613
318	0.005496646349
319	0.005410613922
320	0.005369656361
321	0.005352648405
322	0.005323798611
323	0.005306562552
324	0.00528740539
325	0.00528010726
326	0.005243088763
327	0.005200960888
328	0.005193673647
329	0.005183898486
330	0.005173355914
331	0.005135690937
332	0.005121964102
333	0.005088194058
334	0.005079388618
335	0.005065143108
336	0.005049628707
337	0.005037048688
338	0.004982978106
339	0.004943004021
340	0.004918390742
341	0.004908536489
342	0.0048771833
343	0.004843057348
344	0.00481686168
345	0.004809907996
346	0.00479670614
347	0.004786686255
348	0.004779788164
349	0.004749819636
350	0.004728845679
351	0.004718199659
352	0.004708057413
353	0.004688671575
354	0.004679385573
355	0.00465872368
356	0.004616596378
357	0.004606569616
358	0.004580454184
359	0.004560446223
360	0.004543057715
361	0.004530740472
362	0.004488919503
363	0.004477784897
364	0.004464185009
365	0.004455055468
366	0.004430433305
367	0.004407608738
368	0.004399619423
369	0.004390760397
370	0.0043742416
371	0.004333202082
372	0.004310431102
373	0.004292831971
374	0.004263681861
375	0.004255336638
376	0.004244098297
377	0.004215713304
378	0.00420370526
379	0.004163469833
380	0.004139113312
381	0.004114343283
382	0.004101678442
383	0.004072033155
384	0.004067243865
385	0.004050523329
386	0.004041986397
387	0.004035646526
388	0.004026320118
389	0.004018290685
390	0.004010776774
391	0.004003196668
392	0.003983648064
393	0.003975535241
394	0.00396333205
395	0.003947924536
396	0.003933999974
397	0.003919830116
398	0.003911357086
399	0.003883548654
400	0.00387451855
401	0.003861953146
402	0.00384565844
403	0.003813166744
404	0.003807198543
405	0.003791177215
406	0.003784814133
407	0.00375966785
408	0.003752120985
409	0.003736085044
410	0.003730933254
411	0.003720855484
412	0.003710990915
413	0.003700161783
414	0.003692714641
415	0.00368189124
416	0.003676110735
417	0.00366909802
418	0.003660040979
419	0.003645420074
420	0.003613703813
421	0.003605964092
422	0.003597230865
423	0.003589079071
424	0.003584132172
425	0.003557445338
426	0.003545610377
427	0.0035359315
428	0.003512192231
429	0.003501067368
430	0.003494415432
431	0.003484246536
432	0.003474438133
433	0.003455427977
434	0.003448891525
435	0.003444974812
436	0.003423961309
437	0.003405165214
438	0.00340009538
439	0.003388548127
440	0.003383587759
441	0.003364710854
442	0.003359242701
443	0.003330987233
444	0.003317926939
445	0.003313089219
446	0.003306666819
447	0.003277335603
448	0.00326456588
449	0.003259906402
450	0.003254641134
451	0.003246724606
452	0.003235552747
453	0.003224550818
454	0.003212518703
455	0.003203402345
456	0.0031925543
457	0.003186386365
458	0.003172965577
459	0.003164766213
460	0.003158473625
461	0.003150543914
462	0.003140465571
463	0.003134860442
464	0.003127110692
465	0.003119687048
466	0.003114596009
467	0.003108929843
468	0.003100269116
469	0.003089167751
470	0.003081336331
471	0.003060303628
472	0.003053957167
473	0.003049287085
474	0.003032505512
475	0.003028903157
476	0.003023752513
477	0.003018523925
478	0.003012709893
479	0.003001844081
480	0.002982422423
481	0.00296756138
482	0.002960761866
483	0.002952806078
484	0.002943122616
485	0.002939783037
486	0.002929578034
487	0.00291056186
488	0.002907333466
489	0.002891466595
490	0.002887820968
491	0.002884080204
492	0.002862408757
493	0.002853550017
494	0.002843839618
495	0.002835090344
496	0.002831651041
497	0.002825669944
498	0.002823087458
499	0.002810153824
